City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,alugan,12.2188,125.4808,25.37,90,29,2.19,PH,1681413601
313,harper,4.375,-7.7169,27.7,79,40,3.83,LR,1681413601
314,buritis,-15.6178,-46.4233,29.26,55,99,1.27,BR,1681413602
315,chimoio,-19.1164,33.4833,21.92,83,20,0.97,MZ,1681413602
316,hofn,64.2539,-15.2082,6.34,76,100,6.46,IS,1681413602
317,kaitangata,-46.2817,169.8464,14.96,73,98,5.62,NZ,1681413602
318,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,66,40,1.03,BR,1681413603
319,ahuimanu,21.4447,-157.8378,26.84,71,100,5.14,US,1681413603
320,ballina,-28.8667,153.5667,13.77,83,52,4.87,AU,1681413604
321,port-gentil,-0.7193,8.7815,27.98,89,40,2.57,GA,1681413334
322,la ronge,55.1001,-105.2842,10.12,31,20,4.12,CA,1681413604
323,chapais,49.7834,-74.8492,16.88,92,100,5.74,CA,1681413604
324,suoyarvi,62.0833,32.35,-4.04,85,12,4.34,RU,1681413604
325,gboko,7.3179,8.9951,34.19,36,0,2.74,NG,1681413605
326,margate,51.3813,1.3862,7.95,69,25,1.34,GB,1681413605
327,gravelbourg,49.8834,-106.5512,1.15,68,100,5.34,CA,1681413605
328,lamar,33.6668,-95.5836,24.38,49,75,2.06,US,1681413605
329,karwar,14.8,74.1333,26.3,85,97,0.2,IN,1681413605
330,chufarovo,54.0963,47.3367,7.4,64,100,11.43,RU,1681413606
331,nantucket,41.2835,-70.0995,24.08,55,0,6.17,US,1681413606
332,oktyabrskoye,43.0645,44.7417,8.08,87,100,3.0,RU,1681413606
333,san javier,37.8063,-0.8374,20.32,62,0,3.09,ES,1681413606
334,payson,40.0444,-111.7321,4.34,78,100,10.29,US,1681413607
335,nemuro,43.3236,145.575,4.28,82,0,9.6,JP,1681413607
336,zhicheng,30.2956,111.5047,21.15,88,100,1.56,CN,1681413607
337,bandarbeyla,9.4942,50.8122,28.51,75,89,3.96,SO,1681413607
338,mount gambier,-37.8333,140.7667,11.63,95,3,2.08,AU,1681413608
339,puerto leguizamo,-0.1934,-74.7819,30.27,68,95,0.84,CO,1681413608
340,gimli,50.6336,-96.9907,4.01,65,100,6.69,CA,1681413493
341,broken hill,-31.95,141.4333,12.35,81,1,1.66,AU,1681413609
342,san policarpo,12.1791,125.5072,25.62,90,28,2.27,PH,1681413609
343,sorong,-0.8833,131.25,27.39,82,69,4.93,ID,1681413609
344,aquin,18.2833,-73.4,27.66,69,60,3.14,HT,1681413609
345,presevo,42.3092,21.6492,15.22,73,100,2.61,RS,1681413609
346,vila franca do campo,37.7167,-25.4333,17.23,79,55,3.3,PT,1681413610
347,tacoronte,28.4769,-16.4102,17.41,74,20,6.69,ES,1681413610
348,anshun,26.25,105.9333,17.37,92,70,2.01,CN,1681413610
349,muros,42.7762,-9.0603,13.38,88,100,6.94,ES,1681413611
350,port hardy,50.6996,-127.4199,7.1,70,100,4.12,CA,1681413333
351,quatre cocos,-20.2078,57.7625,25.05,81,0,1.0,MU,1681413611
352,seoul,37.5683,126.9778,10.76,58,0,3.09,KR,1681413611
353,kentau,43.5206,68.5094,22.18,26,68,3.76,KZ,1681413612
354,myitkyina,25.3833,97.4,21.97,34,0,0.79,MM,1681413612
355,vanimo,-2.6741,141.3028,24.9,87,84,2.44,PG,1681413612
356,goderich,43.7501,-81.7165,23.18,38,7,6.17,CA,1681413613
357,miri,4.4148,114.0089,25.24,85,100,0.92,MY,1681413483
358,pathalgaon,22.5667,83.4667,28.17,19,97,1.28,IN,1681413613
359,amarkantak,22.6667,81.75,24.79,25,70,1.95,IN,1681413612
360,sayansk,54.1088,102.1648,-3.58,58,70,4.15,RU,1681413614
361,bulgan,48.8125,103.5347,-7.36,67,11,0.92,MN,1681413614
362,semme,46.1963,1.5007,5.23,97,100,3.67,FR,1681413614
363,norman wells,65.282,-126.8329,-10.98,73,100,3.6,CA,1681413615
